2019-08-01 13:54:54.438 febs [main] INFO  com.neefull.fsp.FlpApplication - Starting FlpApplication on pc-wangpei with PID 16136 (D:\workspace\workspace_open\FreelancePlatform\target\classes started by Thinkpad in D:\workspace\workspace_open\FreelancePlatform)
2019-08-01 14:00:35.153 febs [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2019-08-01 14:00:35.154 febs [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.16]
2019-08-01 14:00:35.160 febs [main] INFO  o.a.c.core.AprLifecycleListener - The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [D:\Tools\Java\jdk1.8.0_144\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;D:\Tools\JetBrains\IntelliJ IDEA 2019.2\jbr\\bin;D:\Tools\JetBrains\IntelliJ IDEA 2019.2\jbr\\bin\server;D:\Tools\xftp6\;D:\Tools\xshell6\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\iCLS\;C:\Program Files\Intel\Intel(R) Management Engine Components\iCLS\;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files\Intel\Intel(R) Management Engine Components\DAL;C:\Program Files (x86)\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\Intel(R) Management Engine Components\IPT;C:\Program Files\Intel\WiFi\bin\;C:\Program Files\Common Files\Intel\WirelessCommon\;D:\Tools\Java\jdk1.8.0_144\bin;D:\Tools\apache-maven-3.5.3\bin;C:\Users\Thinkpad\AppData\Local\Microsoft\WindowsApps;;D:\Tools\JetBrains\IntelliJ IDEA 2019.2\bin;;.]
2019-08-01 14:00:35.261 febs [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-08-01 14:00:35.261 febs [main] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 3113 ms
2019-08-01 14:00:35.798 febs [main] INFO  com.neefull.fsp.common.xss.XssFilter - ------------ xss filter init ------------
2019-08-01 14:00:36.153 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Using default implementation for ThreadExecutor
2019-08-01 14:00:36.164 febs [main] INFO  o.quartz.core.SchedulerSignalerImpl - Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2019-08-01 14:00:36.164 febs [main] INFO  org.quartz.core.QuartzScheduler - Quartz Scheduler v.2.3.0 created.
2019-08-01 14:00:36.168 febs [main] INFO  o.s.s.quartz.LocalDataSourceJobStore - Using db table-based data access locking (synchronization).
2019-08-01 14:00:36.170 febs [main] INFO  o.s.s.quartz.LocalDataSourceJobStore - JobStoreCMT initialized.
2019-08-01 14:00:36.171 febs [main] INFO  org.quartz.core.QuartzScheduler - Scheduler meta-data: Quartz Scheduler (v2.3.0) 'FEBS_Scheduler' with instanceId 'pc-wangpei1564639236154'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 20 threads.
  Using job-store 'org.springframework.scheduling.quartz.LocalDataSourceJobStore' - which supports persistence. and is clustered.

2019-08-01 14:00:36.171 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler 'FEBS_Scheduler' initialized from an externally provided properties instance.
2019-08-01 14:00:36.171 febs [main] INFO  org.quartz.impl.StdSchedulerFactory - Quartz scheduler version: 2.3.0
2019-08-01 14:00:36.172 febs [main] INFO  org.quartz.core.QuartzScheduler - JobFactory set to: org.springframework.scheduling.quartz.AdaptableJobFactory@4e8598d9
2019-08-01 14:00:36.240 febs [main] INFO  p6spy - 2019-08-01 14:00:36 | 耗时 2 ms | SQL 语句：
SELECT job_id jobId, bean_name beanName, method_name methodName, params, cron_expression cronExpression, status, remark, create_time createTime FROM t_job ORDER BY job_id;
2019-08-01 14:00:36.632 febs [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService
2019-08-01 14:00:36.633 febs [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'febsAsyncThreadPool'
2019-08-01 14:00:37.039 febs [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page template: index
2019-08-01 14:00:37.770 febs [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 2 endpoint(s) beneath base path '/actuator'
2019-08-01 14:00:37.844 febs [main] INFO  o.s.s.quartz.SchedulerFactoryBean - Will start Quartz Scheduler [FEBS_Scheduler] in 1 seconds
2019-08-01 14:00:37.854 febs [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2019-08-01 14:00:37.873 febs [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2019-08-01 14:00:37.875 febs [main] INFO  com.neefull.fsp.FlpApplication - Started FlpApplication in 6.406 seconds (JVM running for 7.379)
2019-08-01 14:00:37.894 febs [main] INFO  c.n.f.c.runner.FebsStartedUpRunner -  __    ___   _      ___   _     ____ _____  ____ 
2019-08-01 14:00:37.894 febs [main] INFO  c.n.f.c.runner.FebsStartedUpRunner - / /`  / / \ | |\/| | |_) | |   | |_   | |  | |_  
2019-08-01 14:00:37.894 febs [main] INFO  c.n.f.c.runner.FebsStartedUpRunner - \_\_, \_\_/ |_|  | |_|   |_|__ |_|__  |_|  |_|__ 
2019-08-01 14:00:37.894 febs [main] INFO  c.n.f.c.runner.FebsStartedUpRunner -                                                       
2019-08-01 14:00:37.894 febs [main] INFO  c.n.f.c.runner.FebsStartedUpRunner - FLP系统启动完毕，地址：http://172.20.10.7:8080/login
2019-08-01 14:00:38.532 febs [RMI TCP Connection(6)-172.20.10.7] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-08-01 14:00:38.532 febs [RMI TCP Connection(6)-172.20.10.7] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-08-01 14:00:38.544 febs [RMI TCP Connection(5)-172.20.10.7] INFO  p6spy - 2019-08-01 14:00:38 | 耗时 0 ms | SQL 语句：
select 1;
2019-08-01 14:00:38.546 febs [RMI TCP Connection(6)-172.20.10.7] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 14 ms
2019-08-01 14:00:38.845 febs [Quartz Scheduler [FEBS_Scheduler]] INFO  o.s.s.quartz.SchedulerFactoryBean - Starting Quartz Scheduler now, after delay of 1 seconds
2019-08-01 14:00:38.860 febs [Quartz Scheduler [FEBS_Scheduler]] INFO  org.quartz.core.QuartzScheduler - Scheduler FEBS_Scheduler_$_pc-wangpei1564639236154 started.
2019-08-01 14:00:53.863 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1564639236154_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: detected 1 failed or restarted instances.
2019-08-01 14:00:53.864 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1564639236154_ClusterManager] INFO  o.s.s.quartz.LocalDataSourceJobStore - ClusterManager: Scanning for instance "pc-wangpei1564639110348"'s failed in-progress jobs.
2019-08-01 14:01:54.271 febs [http-nio-8080-exec-1] INFO  o.a.s.s.m.AbstractValidatingSessionManager - Enabling session validation scheduler...
2019-08-01 14:02:08.313 febs [http-nio-8080-exec-3] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 1 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2019-08-01 14:02:08.361 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:02:08 | 耗时 5 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'admin' GROUP BY u.username;
2019-08-01 14:05:31.311 febs [http-nio-8080-exec-2] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 1 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2019-08-01 14:05:36.257 febs [http-nio-8080-exec-6] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 2 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2019-08-01 14:05:36.264 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:05:36 | 耗时 3 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'mrbird' GROUP BY u.username;
2019-08-01 14:05:49.435 febs [http-nio-8080-exec-3] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 3 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2019-08-01 14:05:49.651 febs [http-nio-8080-exec-8] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 4 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2019-08-01 14:05:55.251 febs [http-nio-8080-exec-10] INFO  c.n.flp.common.aspect.LimitAspect - IP:127.0.0.1 第 5 次访问key为 [limit_login127.0.0.1]，描述为 [登录接口] 的接口
2019-08-01 14:05:55.256 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:05:55 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'mrbird' GROUP BY u.username;
2019-08-01 14:05:55.305 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:05:55 | 耗时 2 ms | SQL 语句：
INSERT INTO t_login_log (USERNAME, LOGIN_TIME, LOCATION, IP, `SYSTEM`, BROWSER) VALUES ('mrbird', '2019-08-01T14:05:55.277+0800', '内网IP|0|0|内网IP|内网IP', '127.0.0.1', 'Windows 10', 'Chrome 75');
2019-08-01 14:05:55.375 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:05:55 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'MrBird';
2019-08-01 14:05:55.391 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:05:55 | 耗时 3 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'MrBird' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-01 14:05:55.400 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:05:55 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'MrBird' GROUP BY u.username;
2019-08-01 14:05:56.042 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:05:56 | 耗时 3 ms | SQL 语句：
SELECT m.* FROM t_menu m WHERE m.type <> 1 AND m.MENU_ID IN (SELECT DISTINCT rm.menu_id FROM t_role_menu rm LEFT JOIN t_role r ON (rm.role_id = r.role_id) LEFT JOIN t_user_role ur ON (ur.role_id = r.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'MrBird') ORDER BY m.order_num;
2019-08-01 14:05:56.213 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:05:56 | 耗时 0 ms | SQL 语句：
UPDATE t_user SET LAST_LOGIN_TIME = '2019-08-01T14:05:56.175+0800' WHERE USERNAME = 'MrBird';
2019-08-01 14:05:56.217 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:05:56 | 耗时 0 ms | SQL 语句：
SELECT count(1) FROM t_login_log;
2019-08-01 14:05:56.220 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:05:56 | 耗时 0 ms | SQL 语句：
SELECT count(1) FROM t_login_log WHERE datediff(login_time, now()) = 0;
2019-08-01 14:05:56.223 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:05:56 | 耗时 0 ms | SQL 语句：
SELECT count(DISTINCT (ip)) FROM t_login_log WHERE datediff(login_time, now()) = 0;
2019-08-01 14:05:56.227 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:05:56 | 耗时 0 ms | SQL 语句：
SELECT date_format(l.login_time, '%m-%d') days, count(1) count FROM (SELECT * FROM t_login_log WHERE date_sub(curdate(), INTERVAL 10 day) <= date(login_time)) AS l WHERE 1 = 1 GROUP BY days;
2019-08-01 14:05:56.232 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:05:56 | 耗时 0 ms | SQL 语句：
SELECT date_format(l.login_time, '%m-%d') days, count(1) count FROM (SELECT * FROM t_login_log WHERE date_sub(curdate(), INTERVAL 10 day) <= date(login_time)) AS l WHERE 1 = 1 AND l.username = 'MrBird' GROUP BY days;
2019-08-01 14:06:02.348 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:06:02 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'MrBird';
2019-08-01 14:06:02.351 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:06:02 | 耗时 0 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'MrBird' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-01 14:06:02.437 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:06:02 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:06:02.448 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:06:02 | 耗时 0 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:06:02.454 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:06:02 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:06:07.545 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:06:07 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'MrBird' GROUP BY u.username;
2019-08-01 14:06:07.638 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-01 14:06:07 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:06:07.658 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-01 14:06:07 | 耗时 0 ms | SQL 语句：
SELECT ROLE_ID, ROLE_NAME, REMARK, CREATE_TIME, MODIFY_TIME FROM t_role;
2019-08-01 14:06:25.009 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:06:25 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:06:25.026 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-01 14:06:25 | 耗时 0 ms | SQL 语句：
SELECT ROLE_ID, ROLE_NAME, REMARK, CREATE_TIME, MODIFY_TIME FROM t_role;
2019-08-01 14:06:46.482 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:06:46 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wnagpei' GROUP BY u.username;
2019-08-01 14:06:46.526 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:06:46 | 耗时 0 ms | SQL 语句：
INSERT INTO t_user (USERNAME, PASSWORD, EMAIL, MOBILE, STATUS, CREATE_TIME, SSEX, AVATAR, THEME, IS_TAB, DESCRIPTION) VALUES ('wnagpei', '11246e2fa994930e0772c91e136635fd', 'pei.wang@neefull.com', '18098698828', '1', '2019-08-01T14:06:46.522+0800', '2', 'default.jpg', 'black', '1', '');
2019-08-01 14:06:46.548 febs [Febs-Async-Thread1] INFO  p6spy - 2019-08-01 14:06:46 | 耗时 3 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('MrBird', '新增用户', 14, 'com.neefull.fsp.system.controller.UserController.addUser()', ' user: "User(userId=8, username=wnagpei, password=11246e2fa994930e0772c91e136635fd, deptId=null, email=pei.wang@neefull.com, mobile=18098698828, status=1, createTime=Thu Aug 01 14:06:46 CST 2019, modifyTime=null, lastLoginTime=null, sex=2, avatar=default.jpg, theme=black, isTab=1, description=, deptName=null, createTimeFrom=null, createTimeTo=null, roleId=1, roleName=null)"', '127.0.0.1', '2019-08-01T14:06:46.543+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-01 14:06:46.561 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:06:46 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:06:46.562 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:06:46 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:07:06.818 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:07:06 | 耗时 0 ms | SQL 语句：
DELETE FROM t_user WHERE USER_ID IN ('2', '3', '4', '5', '6', '7');
2019-08-01 14:07:06.824 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-01 14:07:06 | 耗时 0 ms | SQL 语句：
DELETE FROM t_user_role WHERE USER_ID IN ('2', '3', '4', '5', '6', '7');
2019-08-01 14:07:06.833 febs [Febs-Async-Thread2] INFO  p6spy - 2019-08-01 14:07:06 | 耗时 1 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('MrBird', '删除用户', 15, 'com.neefull.fsp.system.controller.UserController.deleteUsers()', ' userIds: "2,3,4,5,6,7"', '127.0.0.1', '2019-08-01T14:07:06.828+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-01 14:07:06.849 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:07:06 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ) TOTAL;
2019-08-01 14:07:06.851 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-01 14:07:06 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 GROUP BY u.username ORDER BY userId ASC LIMIT 0,10;
2019-08-01 14:07:11.174 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-01 14:07:11 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wnagpei' GROUP BY u.username;
2019-08-01 14:07:11.200 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-01 14:07:11 | 耗时 0 ms | SQL 语句：
SELECT DEPT_ID, PARENT_ID, DEPT_NAME, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_dept;
2019-08-01 14:07:11.705 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-01 14:07:11 | 耗时 0 ms | SQL 语句：
SELECT ROLE_ID, ROLE_NAME, REMARK, CREATE_TIME, MODIFY_TIME FROM t_role;
2019-08-01 14:07:19.222 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-01 14:07:19 | 耗时 0 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.password, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, u.theme, u.is_tab isTab, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE u.username = 'wnagpei' GROUP BY u.username;
2019-08-01 14:07:19.235 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-01 14:07:19 | 耗时 0 ms | SQL 语句：
UPDATE t_user SET DEPT_ID = 1, EMAIL = 'pei.wang@neefull.com', MOBILE = '18098698828', STATUS = '1', MODIFY_TIME = '2019-08-01T14:07:19.232+0800', SSEX = '0', DESCRIPTION = '' WHERE USER_ID = 8;
2019-08-01 14:07:19.239 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-01 14:07:19 | 耗时 0 ms | SQL 语句：
DELETE FROM t_user_role WHERE USER_ID = 8;
