2019-08-20 15:19:45.229 febs [main] INFO  com.neefull.fsp.AdminApplication - Starting AdminApplication on pc-wangpei with PID 6124 (D:\workspace\workspace_open\fsp\admin-web\target\classes started by Thinkpad in D:\workspace\workspace_open\fsp)
2019-08-20 16:26:13.182 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-20 16:26:13 | 耗时 1 ms | SQL 语句：
SELECT MENU_ID, PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_menu ORDER BY ORDER_NUM ASC;
2019-08-20 16:26:20.782 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-20 16:26:20 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 AND u.user_type = '0' GROUP BY u.username ) TOTAL;
2019-08-20 16:26:24.253 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-20 16:26:24 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 AND u.user_type = '1' GROUP BY u.username ) TOTAL;
2019-08-20 16:26:24.257 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-20 16:26:24 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 AND u.user_type = '1' GROUP BY u.username ORDER BY userId LIMIT 0,10;
2019-08-20 16:26:25.025 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:26:27.471 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-20 16:26:27 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 AND u.user_type = '2' GROUP BY u.username ) TOTAL;
2019-08-20 16:26:28.031 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:26:28.032 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:26:30.592 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:26:30 | 耗时 1 ms | SQL 语句：
SELECT COUNT(1) FROM ( SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 AND u.user_type = '1' GROUP BY u.username ) TOTAL;
2019-08-20 16:26:30.596 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:26:30 | 耗时 1 ms | SQL 语句：
SELECT u.user_id userId, u.username, u.email, u.mobile, u.status, u.create_time createTime, u.ssex sex, u.dept_id deptId, u.last_login_time lastLoginTime, u.modify_time modifyTime, u.description, u.avatar, d.dept_name deptName, GROUP_CONCAT(r.role_id) roleId, GROUP_CONCAT(r.ROLE_NAME) roleName, u.user_type userType FROM t_user u LEFT JOIN t_dept d ON (u.dept_id = d.dept_id) LEFT JOIN t_user_role ur ON (u.user_id = ur.user_id) LEFT JOIN t_role r ON r.role_id = ur.role_id WHERE 1 = 1 AND u.user_type = '1' GROUP BY u.username ORDER BY userId LIMIT 0,10;
2019-08-20 16:26:37.025 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:26:40.198 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 16:26:41.351 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-20 16:26:41 | 耗时 1 ms | SQL 语句：
SELECT MENU_ID, PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_menu ORDER BY ORDER_NUM ASC;
2019-08-20 16:26:43.033 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:26:43.034 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:26:49.025 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:26:58.037 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:26:58.037 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:27:01.024 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:27:04.157 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 16:27:13.025 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:27:13.038 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:27:13.039 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:27:25.026 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:27:28.042 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:27:28.042 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:27:32.538 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 16:27:35.161 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-20 16:27:35 | 耗时 1 ms | SQL 语句：
INSERT INTO t_menu (PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, CREATE_TIME) VALUES (0, '会员管理', '', '', 'layui-icon-user', '0', '2019-08-20T16:27:35.150+0800');
2019-08-20 16:27:35.169 febs [http-nio-8080-exec-2] INFO  p6spy - 
2019-08-20 16:27:35.195 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-20 16:27:35 | 耗时 2 ms | SQL 语句：
SELECT MENU_ID, PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_menu ORDER BY ORDER_NUM ASC;
2019-08-20 16:27:35.205 febs [Febs-Async-Thread1] INFO  p6spy - 2019-08-20 16:27:35 | 耗时 5 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('wangpei', '新增菜单/按钮', 23, 'com.neefull.fsp.system.controller.MenuController.addMenu()', ' menu: "Menu(menuId=176, parentId=0, menuName=会员管理, url=, perms=, icon=layui-icon-user, type=0, orderNum=null, createTime=Tue Aug 20 16:27:35 CST 2019, modifyTime=null)"', '127.0.0.1', '2019-08-20T16:27:35.183+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-20 16:27:37.027 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:27:43.044 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:27:43.044 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:27:49.027 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:27:58.046 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:27:58.046 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:27:59.509 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 16:28:01.029 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:28:13.029 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:28:13.049 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:28:13.049 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:28:13.070 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-20 16:28:13 | 耗时 1 ms | SQL 语句：
UPDATE t_menu SET PARENT_ID = 0, MENU_NAME = '其他模块', URL = '', PERMS = '', ICON = 'layui-icon-gift', TYPE = '0', ORDER_NUM = 10, MODIFY_TIME = '2019-08-20T16:28:13.060+0800' WHERE MENU_ID = 115;
2019-08-20 16:28:13.073 febs [http-nio-8080-exec-5] INFO  p6spy - 
2019-08-20 16:28:13.084 febs [Febs-Async-Thread2] INFO  p6spy - 2019-08-20 16:28:13 | 耗时 4 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('wangpei', '修改菜单/按钮', 15, 'com.neefull.fsp.system.controller.MenuController.updateMenu()', ' menu: "Menu(menuId=115, parentId=0, menuName=其他模块, url=, perms=, icon=layui-icon-gift, type=0, orderNum=10, createTime=null, modifyTime=Tue Aug 20 16:28:13 CST 2019)"', '127.0.0.1', '2019-08-20T16:28:13.076+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-20 16:28:13.089 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-20 16:28:13 | 耗时 0 ms | SQL 语句：
SELECT MENU_ID, PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_menu ORDER BY ORDER_NUM ASC;
2019-08-20 16:28:18.192 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:28:18 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 16:28:18.197 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:28:18 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 16:28:18.202 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:28:18 | 耗时 0 ms | SQL 语句：
UPDATE t_menu SET PARENT_ID = 0, MENU_NAME = '代码生成', URL = '', PERMS = '', ICON = 'layui-icon-verticalright', TYPE = '0', ORDER_NUM = 9, MODIFY_TIME = '2019-08-20T16:28:18.200+0800' WHERE MENU_ID = 137;
2019-08-20 16:28:18.207 febs [http-nio-8080-exec-7] INFO  p6spy - 
2019-08-20 16:28:18.214 febs [Febs-Async-Thread3] INFO  p6spy - 2019-08-20 16:28:18 | 耗时 2 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('wangpei', '修改菜单/按钮', 9, 'com.neefull.fsp.system.controller.MenuController.updateMenu()', ' menu: "Menu(menuId=137, parentId=0, menuName=代码生成, url=, perms=, icon=layui-icon-verticalright, type=0, orderNum=9, createTime=null, modifyTime=Tue Aug 20 16:28:18 CST 2019)"', '127.0.0.1', '2019-08-20T16:28:18.209+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-20 16:28:18.221 febs [http-nio-8080-exec-10] INFO  p6spy - 2019-08-20 16:28:18 | 耗时 1 ms | SQL 语句：
SELECT MENU_ID, PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_menu ORDER BY ORDER_NUM ASC;
2019-08-20 16:28:22.758 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-20 16:28:22 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 16:28:22.763 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-20 16:28:22 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 16:28:22.770 febs [http-nio-8080-exec-9] INFO  p6spy - 2019-08-20 16:28:22 | 耗时 1 ms | SQL 语句：
UPDATE t_menu SET PARENT_ID = 0, MENU_NAME = '任务调度', URL = '', PERMS = '', ICON = 'layui-icon-time-circle', TYPE = '0', ORDER_NUM = 8, MODIFY_TIME = '2019-08-20T16:28:22.767+0800' WHERE MENU_ID = 101;
2019-08-20 16:28:22.773 febs [http-nio-8080-exec-9] INFO  p6spy - 
2019-08-20 16:28:22.781 febs [Febs-Async-Thread4] INFO  p6spy - 2019-08-20 16:28:22 | 耗时 2 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('wangpei', '修改菜单/按钮', 8, 'com.neefull.fsp.system.controller.MenuController.updateMenu()', ' menu: "Menu(menuId=101, parentId=0, menuName=任务调度, url=, perms=, icon=layui-icon-time-circle, type=0, orderNum=8, createTime=null, modifyTime=Tue Aug 20 16:28:22 CST 2019)"', '127.0.0.1', '2019-08-20T16:28:22.775+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-20 16:28:22.789 febs [http-nio-8080-exec-1] INFO  p6spy - 2019-08-20 16:28:22 | 耗时 1 ms | SQL 语句：
SELECT MENU_ID, PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_menu ORDER BY ORDER_NUM ASC;
2019-08-20 16:28:25.031 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:28:27.662 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 16:28:27 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 16:28:27.667 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 16:28:27 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 16:28:27.672 febs [http-nio-8080-exec-8] INFO  p6spy - 2019-08-20 16:28:27 | 耗时 0 ms | SQL 语句：
UPDATE t_menu SET PARENT_ID = 0, MENU_NAME = '系统监控', URL = '', PERMS = '', ICON = 'layui-icon-alert', TYPE = '0', ORDER_NUM = 7, MODIFY_TIME = '2019-08-20T16:28:27.669+0800' WHERE MENU_ID = 2;
2019-08-20 16:28:27.675 febs [http-nio-8080-exec-8] INFO  p6spy - 
2019-08-20 16:28:27.683 febs [Febs-Async-Thread5] INFO  p6spy - 2019-08-20 16:28:27 | 耗时 2 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('wangpei', '修改菜单/按钮', 7, 'com.neefull.fsp.system.controller.MenuController.updateMenu()', ' menu: "Menu(menuId=2, parentId=0, menuName=系统监控, url=, perms=, icon=layui-icon-alert, type=0, orderNum=7, createTime=null, modifyTime=Tue Aug 20 16:28:27 CST 2019)"', '127.0.0.1', '2019-08-20T16:28:27.677+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-20 16:28:27.690 febs [http-nio-8080-exec-3] INFO  p6spy - 2019-08-20 16:28:27 | 耗时 1 ms | SQL 语句：
SELECT MENU_ID, PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_menu ORDER BY ORDER_NUM ASC;
2019-08-20 16:28:28.051 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:28:28.051 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:28:28.249 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 16:28:31.945 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-20 16:28:31 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 16:28:31.949 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-20 16:28:31 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 16:28:31.956 febs [http-nio-8080-exec-2] INFO  p6spy - 2019-08-20 16:28:31 | 耗时 2 ms | SQL 语句：
UPDATE t_menu SET PARENT_ID = 0, MENU_NAME = '系统管理', URL = '', PERMS = '', ICON = 'layui-icon-setting', TYPE = '0', ORDER_NUM = 6, MODIFY_TIME = '2019-08-20T16:28:31.952+0800' WHERE MENU_ID = 1;
2019-08-20 16:28:31.958 febs [http-nio-8080-exec-2] INFO  p6spy - 
2019-08-20 16:28:31.968 febs [Febs-Async-Thread1] INFO  p6spy - 2019-08-20 16:28:31 | 耗时 2 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('wangpei', '修改菜单/按钮', 9, 'com.neefull.fsp.system.controller.MenuController.updateMenu()', ' menu: "Menu(menuId=1, parentId=0, menuName=系统管理, url=, perms=, icon=layui-icon-setting, type=0, orderNum=6, createTime=null, modifyTime=Tue Aug 20 16:28:31 CST 2019)"', '127.0.0.1', '2019-08-20T16:28:31.961+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-20 16:28:31.975 febs [http-nio-8080-exec-6] INFO  p6spy - 2019-08-20 16:28:31 | 耗时 0 ms | SQL 语句：
SELECT MENU_ID, PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_menu ORDER BY ORDER_NUM ASC;
2019-08-20 16:28:35.968 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-20 16:28:35 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 16:28:35.973 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-20 16:28:35 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 16:28:35.979 febs [http-nio-8080-exec-5] INFO  p6spy - 2019-08-20 16:28:35 | 耗时 1 ms | SQL 语句：
UPDATE t_menu SET PARENT_ID = 0, MENU_NAME = '会员管理', URL = '', PERMS = '', ICON = 'layui-icon-user', TYPE = '0', ORDER_NUM = 5, MODIFY_TIME = '2019-08-20T16:28:35.976+0800' WHERE MENU_ID = 176;
2019-08-20 16:28:35.983 febs [http-nio-8080-exec-5] INFO  p6spy - 
2019-08-20 16:28:35.991 febs [Febs-Async-Thread2] INFO  p6spy - 2019-08-20 16:28:35 | 耗时 2 ms | SQL 语句：
INSERT INTO t_log (USERNAME, OPERATION, TIME, METHOD, PARAMS, IP, CREATE_TIME, LOCATION) VALUES ('wangpei', '修改菜单/按钮', 8, 'com.neefull.fsp.system.controller.MenuController.updateMenu()', ' menu: "Menu(menuId=176, parentId=0, menuName=会员管理, url=, perms=, icon=layui-icon-user, type=0, orderNum=5, createTime=null, modifyTime=Tue Aug 20 16:28:35 CST 2019)"', '127.0.0.1', '2019-08-20T16:28:35.985+0800', '内网IP|0|0|内网IP|内网IP');
2019-08-20 16:28:36.000 febs [http-nio-8080-exec-4] INFO  p6spy - 2019-08-20 16:28:36 | 耗时 1 ms | SQL 语句：
SELECT MENU_ID, PARENT_ID, MENU_NAME, URL, PERMS, ICON, TYPE, ORDER_NUM, CREATE_TIME, MODIFY_TIME FROM t_menu ORDER BY ORDER_NUM ASC;
2019-08-20 16:28:37.032 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:28:43.053 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:28:43.054 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:28:49.032 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_MisfireHandler] INFO  p6spy - 
2019-08-20 16:28:51.687 febs [FEBS_Scheduler_QuartzSchedulerThread] INFO  p6spy - 
2019-08-20 16:28:58.057 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:28:58.057 febs [QuartzScheduler_FEBS_Scheduler-pc-wangpei1566288981086_ClusterManager] INFO  p6spy - 
2019-08-20 16:28:59.459 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:28:59 | 耗时 0 ms | SQL 语句：
SELECT r.* FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) WHERE u.username = 'wangpei';
2019-08-20 16:28:59.464 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:28:59 | 耗时 1 ms | SQL 语句：
SELECT m.perms FROM t_role r LEFT JOIN t_user_role ur ON (r.role_id = ur.role_id) LEFT JOIN t_user u ON (u.user_id = ur.user_id) LEFT JOIN t_role_menu rm ON (rm.role_id = r.role_id) LEFT JOIN t_menu m ON (m.menu_id = rm.menu_id) WHERE u.username = 'wangpei' AND m.perms IS NOT NULL AND m.perms <> '';
2019-08-20 16:28:59.485 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:28:59 | 耗时 15 ms | SQL 语句：
DELETE FROM t_menu WHERE menu_id IN (SELECT m.menu_id FROM (SELECT menu_id FROM t_menu WHERE FIND_IN_SET(menu_id, findMenuChildren('175')) > 0) m);
2019-08-20 16:28:59.496 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:28:59 | 耗时 8 ms | SQL 语句：
DELETE FROM t_role_menu WHERE menu_id IN (SELECT m.menu_id FROM (SELECT menu_id FROM t_menu WHERE FIND_IN_SET(menu_id, findMenuChildren('175')) > 0) m);
2019-08-20 16:28:59.505 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:28:59 | 耗时 6 ms | SQL 语句：
DELETE FROM t_menu WHERE menu_id IN (SELECT m.menu_id FROM (SELECT menu_id FROM t_menu WHERE FIND_IN_SET(menu_id, findMenuChildren('176')) > 0) m);
2019-08-20 16:28:59.513 febs [http-nio-8080-exec-7] INFO  p6spy - 2019-08-20 16:28:59 | 耗时 6 ms | SQL 语句：
DELETE FROM t_role_menu WHERE menu_id IN (SELECT m.menu_id FROM (SELECT menu_id FROM t_menu WHERE FIND_IN_SET(menu_id, findMenuChildren('176')) > 0) m);
2019-08-20 16:28:59.516 febs [http-nio-8080-exec-7] INFO  p6spy - 
2019-08-20 16:28:59.522 febs [Febs-Async-Thread3] INFO  p6spy - 2019-08-20 16:28:59 | 耗时 2 ms | SQL 语句：
